Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Tanner Tessmann,USA,MF,Lyon,Ligue ,23,2001,5,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,2.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,98,113,86.7,1780,548,45,48,93.8,40,41,97.6,11,20,55.0,0,0.1,0.2,-0.1,2,10,0,0,9,113,105,8,3,0,2,8,0,5,3,2,0,98,0,1,2,1.00,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,2,0,2,4,50.0,2,1,1,0,5,11,9,0,134,11,34,76,27,1,134,3,1,33.3,1,33.3,70,363,166,1,2,0,0,2,90,7,0,2,2,0,8,5,3,0,0,0,10,0,3,0.0
Kenny Tete,NED,DF,Fulham,Premier League,29,1995,9,9,796,8.8,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,24,25,23,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,8.8,0,13,1,7.7,1.47,0.11,0.00,0.00,14.9,0,0,0,0.06,-0.8,-0.8,359,446,80.5,5831,1735,177,194,91.2,139,172,80.8,29,49,59.2,0,0.3,0.2,-0.3,2,35,5,3,25,446,362,82,3,0,0,14,79,0,0,0,0,359,2,14,15,1.70,8,0,2,3,2,0,1,0.11,1,0,0,0,0,0,22,12,11,5,6,11,20,55.0,9,11,3,8,17,39,22,0,554,26,155,245,158,20,554,11,4,36.4,3,27.3,294,1421,729,24,13,6,11,5,322,23,0,14,9,0,14,17,12,0,0,0,30,6,7,46.2
Teddy Teuma,MLT,MF,Reims,Ligue ,31,1993,6,2,198,2.2,1,0,1,0,1,1,1,0,1.0,0.2,0.4,0.6,3,8,13,0.45,0.00,0.45,0.00,0.00,0.47,0.16,0.64,0.11,0.28,2.2,1,2,1,50.0,0.91,0.45,0.00,0.00,25.6,1,1,1,0.12,0.0,-0.2,138,176,78.4,2216,483,72,77,93.5,45,56,80.4,12,22,54.5,0,0.4,0.4,-0.4,4,5,2,1,8,176,147,27,11,0,3,14,3,9,7,2,0,138,2,5,10,4.57,6,2,0,1,1,0,0,0.00,0,0,0,0,0,0,4,3,1,2,1,2,7,28.6,5,3,1,2,2,6,3,0,202,5,42,111,49,4,201,3,1,33.3,2,66.7,111,460,215,3,2,0,3,4,143,13,0,4,3,0,14,2,3,0,0,0,7,0,1,0.0
Jordan Teze,NED,DF,Monaco,Ligue ,25,1999,6,3,226,2.5,1,0,1,1,0,0,1,1,1.2,1.2,0.2,1.3,3,8,15,0.40,0.00,0.40,0.40,0.40,0.47,0.06,0.53,0.47,0.53,2.5,1,4,1,25.0,1.59,0.40,0.25,1.00,10.8,0,0,0,0.30,-0.2,-0.2,92,112,82.1,1425,512,51,55,92.7,39,47,83.0,2,4,50.0,0,0.2,0.5,-0.2,2,6,2,0,8,112,85,27,2,0,1,2,25,0,0,0,0,92,0,4,4,1.59,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5,6,3,1,3,4,75.0,1,6,1,5,2,12,1,0,137,1,29,66,43,9,137,3,1,33.3,2,66.7,64,270,161,3,3,2,1,2,72,15,0,7,1,0,2,2,5,0,0,0,7,4,0,100.0
Florian Thauvin,FRA,"MF,FW",Udinese,Serie A,31,1993,7,6,463,5.1,3,1,4,3,0,1,0,0,2.8,2.0,0.7,2.7,17,25,27,0.58,0.19,0.78,0.58,0.78,0.54,0.14,0.68,0.38,0.52,5.1,3,9,5,55.6,1.75,0.97,0.33,0.60,14.9,0,0,1,0.22,+0.2,+1.0,125,192,65.1,2330,846,58,67,86.6,34,62,54.8,24,44,54.5,1,0.7,0.9,+0.3,7,16,13,7,25,192,165,24,9,1,6,39,1,12,6,5,0,125,3,4,20,3.90,14,2,1,1,1,1,3,0.58,2,0,0,1,0,0,5,5,4,0,1,4,7,57.1,3,2,0,2,2,7,2,0,253,2,28,111,118,20,252,26,13,50.0,11,42.3,156,1159,514,17,16,9,13,9,193,27,0,4,9,1,39,2,5,0,0,0,14,0,2,0.0
Arthur Theate,BEL,DF,Eint Frankfurt,Bundesliga,24,2000,8,8,683,7.6,0,0,0,0,0,0,3,1,0.3,0.3,0.1,0.4,8,20,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,7.6,0,8,1,12.5,1.05,0.13,0.00,0.00,19.5,0,0,0,0.04,-0.3,-0.3,302,360,83.9,5334,1871,131,141,92.9,130,145,89.7,34,62,54.8,0,0.1,0.1,-0.1,2,27,1,0,20,360,315,43,5,0,2,3,27,0,0,0,0,302,2,2,10,1.32,6,0,0,1,2,1,0,0.00,0,0,0,0,0,0,8,5,3,5,0,3,13,23.1,10,9,8,1,13,21,32,1,434,59,196,203,38,6,434,1,1,100.0,0,0.0,236,1030,497,8,8,1,1,3,274,5,1,3,6,0,3,13,5,0,0,0,22,6,9,40.0
Malick Thiaw,GER,DF,Milan,Serie A,23,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,3.0,0,1,0,0.0,0.33,0.00,0.00,,6.6,0,0,0,0.09,-0.1,-0.1,183,195,93.8,3551,1231,52,54,96.3,115,121,95.0,15,18,83.3,0,0.0,0.0,0.0,0,14,0,0,16,195,190,4,4,0,1,1,0,0,0,0,0,183,1,0,3,1.00,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,6,4,2,3,1,0,0,,0,0,0,0,2,8,9,0,217,21,88,119,11,4,217,0,0,,0,,126,547,302,1,2,0,0,0,160,0,0,3,0,0,1,2,4,0,0,1,10,9,3,75.0
Sorba Thomas,WAL,FW,Nantes,Ligue ,25,1999,9,6,541,6.0,1,0,1,1,0,0,0,0,1.2,1.2,1.1,2.3,20,17,43,0.17,0.00,0.17,0.17,0.17,0.21,0.18,0.39,0.21,0.39,6.0,1,6,1,16.7,1.00,0.17,0.17,1.00,16.8,0,0,0,0.21,-0.2,-0.2,139,227,61.2,2376,775,79,93,84.9,39,66,59.1,18,56,32.1,0,1.1,1.2,-1.1,15,12,13,9,17,227,192,35,9,0,1,61,2,24,10,11,0,139,0,8,25,4.17,19,6,0,0,0,0,2,0.33,2,0,0,0,0,0,7,4,3,3,1,4,7,57.1,3,8,0,8,2,9,5,0,282,6,27,110,149,14,282,17,7,41.2,9,52.9,150,940,456,20,13,5,12,12,193,43,0,3,8,2,61,2,4,0,0,0,25,0,6,0.0
Adrien Thomasson,FRA,MF,Lens,Ligue ,30,1993,9,9,733,8.1,0,1,1,0,0,0,1,0,0.4,0.4,2.2,2.6,8,44,39,0.00,0.12,0.12,0.00,0.12,0.05,0.27,0.32,0.05,0.32,8.1,0,7,3,42.9,0.86,0.37,0.00,0.00,18.5,0,0,0,0.06,-0.4,-0.4,341,423,80.6,5155,1553,195,219,89.0,105,129,81.4,26,41,63.4,1,2.2,1.9,-1.2,16,26,16,2,44,423,395,25,12,1,2,26,1,12,4,6,0,341,3,6,28,3.44,18,6,0,1,1,2,1,0.12,1,0,0,0,0,0,27,16,14,7,6,16,29,55.2,13,13,0,13,8,35,10,0,531,17,87,276,169,22,531,18,7,38.9,10,55.6,276,992,388,8,3,2,22,8,340,39,0,18,14,0,26,8,16,0,0,0,56,4,9,30.8
Morten Thorsby,NOR,MF,Genoa,Serie A,28,1996,9,5,429,4.8,0,0,0,0,0,0,1,0,0.5,0.5,0.4,1.0,2,13,14,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.21,0.11,0.21,4.8,0,3,0,0.0,0.63,0.00,0.00,,14.1,0,0,0,0.18,-0.5,-0.5,63,105,60.0,791,326,43,58,74.1,14,27,51.9,2,4,50.0,0,0.4,0.1,-0.4,8,13,3,0,13,105,104,0,0,1,0,1,0,0,0,0,0,63,1,7,12,2.52,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,6,4,3,2,1,1,5,20.0,4,6,0,6,1,7,6,0,148,7,33,68,50,14,148,2,1,50.0,1,50.0,53,236,103,2,3,1,6,5,96,14,0,16,4,3,1,1,4,0,1,0,10,26,20,56.5
Khéphren Thuram,FRA,MF,Juventus,Serie A,23,2001,8,4,342,3.8,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.6,13,24,11,0.00,0.26,0.26,0.00,0.26,0.08,0.07,0.15,0.08,0.15,3.8,0,6,0,0.0,1.58,0.00,0.00,,20.7,0,0,0,0.05,-0.3,-0.3,213,237,89.9,3500,688,107,114,93.9,91,96,94.8,14,20,70.0,1,0.2,0.2,+0.8,2,19,4,0,24,237,229,6,5,1,0,2,1,0,0,0,0,213,2,1,11,2.90,9,0,0,2,0,0,2,0.53,2,0,0,0,0,0,2,2,0,2,0,1,2,50.0,1,1,0,1,3,5,8,0,273,13,52,167,57,6,273,11,9,81.8,2,18.2,189,1224,674,13,12,4,7,3,220,11,0,11,2,0,2,3,2,0,0,0,12,6,4,60.0
Marcus Thuram,FRA,FW,Inter,Serie A,27,1997,10,10,797,8.9,7,2,9,7,0,0,0,0,3.3,3.3,1.4,4.7,17,17,61,0.79,0.23,1.02,0.79,1.02,0.38,0.15,0.53,0.38,0.53,8.9,7,28,15,53.6,3.16,1.69,0.25,0.47,12.5,0,0,0,0.12,+3.7,+3.7,114,166,68.7,1475,309,67,96,69.8,31,42,73.8,5,7,71.4,2,1.4,1.0,+0.6,15,7,8,1,17,166,154,11,0,1,1,4,0,0,0,0,0,114,1,2,29,3.27,21,0,1,3,4,0,6,0.68,4,0,0,0,2,0,8,6,3,2,3,2,5,40.0,3,8,3,5,1,9,4,0,269,8,20,102,150,66,269,17,3,17.6,12,70.6,138,1008,425,17,9,12,24,7,199,61,0,11,20,4,4,1,6,2,0,0,17,22,8,73.3
Youri Tielemans,BEL,MF,Aston Villa,Premier League,27,1997,9,9,803,8.9,0,3,3,0,0,0,2,0,0.5,0.5,2.2,2.8,14,69,10,0.00,0.34,0.34,0.00,0.34,0.06,0.25,0.31,0.06,0.31,8.9,0,9,2,22.2,1.01,0.22,0.00,0.00,22.5,0,0,0,0.06,-0.5,-0.5,514,627,82.0,8727,3217,249,279,89.2,212,239,88.7,45,90,50.0,3,2.2,2.2,+0.8,18,86,10,1,69,627,573,52,21,7,4,45,2,29,25,1,1,514,2,8,36,4.03,21,12,0,2,0,1,5,0.56,3,2,0,0,0,0,22,16,10,11,1,12,16,75.0,4,8,3,5,8,30,10,0,706,29,135,406,170,11,706,17,8,47.1,5,29.4,409,1567,773,14,11,4,6,7,506,10,0,16,17,0,45,8,16,0,0,0,36,5,5,50.0
Phillip Tietz,GER,FW,Augsburg,Bundesliga,27,1997,8,6,502,5.6,2,1,3,2,0,0,2,0,1.4,1.4,0.5,1.9,1,14,41,0.36,0.18,0.54,0.36,0.54,0.25,0.09,0.33,0.25,0.33,5.6,2,12,3,25.0,2.15,0.54,0.17,0.67,14.3,0,0,0,0.12,+0.6,+0.6,96,151,63.6,1278,234,60,88,68.2,28,41,68.3,2,5,40.0,1,0.5,0.5,+0.5,10,6,3,1,14,151,143,7,0,0,0,1,0,0,0,0,0,96,1,5,14,2.51,12,0,0,2,0,0,1,0.18,1,0,0,0,0,0,4,3,1,2,1,2,2,100.0,0,2,0,2,3,7,9,0,201,8,16,85,101,29,201,9,1,11.1,7,77.8,97,323,111,1,4,1,13,3,158,41,0,8,4,7,1,3,3,0,0,0,10,22,23,48.9
Jurriën Timber,NED,DF,Arsenal,Premier League,23,2001,7,6,523,5.8,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,9,22,19,0.00,0.17,0.17,0.00,0.17,0.05,0.08,0.13,0.05,0.13,5.8,0,4,0,0.0,0.69,0.00,0.00,,15.9,0,0,0,0.07,-0.3,-0.3,167,216,77.3,2630,822,90,105,85.7,68,87,78.2,7,13,53.8,1,0.5,0.2,+0.5,9,14,4,1,22,216,182,33,2,1,0,7,31,0,0,0,0,167,1,7,13,2.24,13,0,0,0,0,0,2,0.34,2,0,0,0,0,0,15,8,5,7,3,4,10,40.0,6,6,2,4,3,18,16,1,284,22,76,121,90,12,284,10,6,60.0,4,40.0,128,615,251,9,1,3,4,2,142,19,0,7,0,1,7,3,8,0,0,0,23,4,10,28.6
Jean-Clair Todibo,FRA,DF,West Ham,Premier League,24,1999,6,3,323,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,3.6,0,2,0,0.0,0.56,0.00,0.00,,12.6,0,0,0,0.05,-0.1,-0.1,154,172,89.5,2875,962,50,51,98.0,89,92,96.7,13,25,52.0,0,0.0,0.0,0.0,1,4,0,0,5,172,167,3,2,0,1,1,1,0,0,0,0,154,2,0,3,0.83,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,9,4,8,1,0,6,7,85.7,1,5,3,2,5,14,22,0,220,36,136,77,9,4,220,4,3,75.0,1,25.0,123,550,257,1,2,0,2,3,135,1,0,2,1,0,1,5,4,0,0,0,25,5,6,45.5
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,29,1995,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.4,0,1,0,0.0,2.43,0.00,0.00,,28.5,0,0,0,0.02,0.0,0.0,22,30,73.3,299,163,16,18,88.9,6,8,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1,30,19,11,0,0,0,3,10,1,1,0,0,22,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,0,0,,0,0,0,0,0,2,3,0,36,3,6,10,20,2,36,0,0,,0,,8,14,7,0,0,0,0,0,16,4,0,0,0,0,3,0,0,0,0,0,0,0,0,
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,20,2004,6,1,219,2.4,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.2,1,6,3,0.00,0.41,0.41,0.00,0.41,0.02,0.06,0.07,0.02,0.07,2.4,0,1,1,100.0,0.41,0.41,0.00,0.00,27.6,0,0,0,0.04,0.0,0.0,69,80,86.3,975,222,34,38,89.5,30,34,88.2,2,5,40.0,1,0.1,0.0,+0.9,1,6,0,0,6,80,76,4,4,0,0,2,0,0,0,0,0,69,0,1,1,0.41,1,0,0,0,0,0,1,0.41,1,0,0,0,0,0,8,5,3,4,1,4,5,80.0,1,2,0,2,2,10,6,0,103,6,38,51,14,0,103,3,2,66.7,1,33.3,56,188,79,1,0,0,1,4,62,3,0,3,3,0,2,2,5,0,0,0,9,0,0,
Corentin Tolisso,FRA,MF,Lyon,Ligue ,30,1994,8,5,422,4.7,1,1,2,1,0,0,2,0,0.9,0.9,2.6,3.5,5,42,23,0.21,0.21,0.43,0.21,0.43,0.19,0.55,0.74,0.19,0.74,4.7,1,12,4,33.3,2.56,0.85,0.08,0.25,18.5,0,0,0,0.08,+0.1,+0.1,229,269,85.1,3473,1147,125,142,88.0,87,95,91.6,12,18,66.7,1,2.6,1.6,-1.6,12,25,11,0,42,269,262,5,3,2,1,2,2,0,0,0,0,229,2,6,21,4.47,18,0,1,1,1,0,2,0.43,2,0,0,0,0,0,7,5,3,2,2,3,8,37.5,5,12,2,10,2,9,8,0,333,10,55,161,120,17,333,3,2,66.7,1,33.3,174,745,337,5,5,0,10,4,261,23,0,12,13,2,2,2,5,0,0,0,23,9,16,36.0
Rafael Tolói,ITA,DF,Atalanta,Serie A,34,1990,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,0.4,0,1,0,0.0,2.73,0.00,0.00,,27.1,0,0,0,0.03,0.0,0.0,12,14,85.7,166,76,6,7,85.7,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,3,14,13,0,0,0,0,0,0,0,0,0,0,12,1,0,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,16,0,4,7,5,0,16,0,0,,0,,7,29,17,0,1,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,2,0,0,
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,22,2002,8,8,624,6.9,2,0,2,2,0,0,2,0,1.7,1.7,0.6,2.4,14,17,39,0.29,0.00,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,6.9,2,12,5,41.7,1.73,0.72,0.17,0.40,17.1,0,0,0,0.15,+0.3,+0.3,83,134,61.9,1229,339,45,59,76.3,31,51,60.8,4,13,30.8,0,0.6,0.3,-0.6,7,9,2,0,17,134,133,0,0,1,1,8,0,0,0,0,0,83,1,4,19,2.74,13,0,1,2,3,0,2,0.29,1,0,0,0,1,0,9,6,5,1,3,5,15,33.3,10,5,1,4,4,13,6,0,231,3,33,101,99,18,231,23,10,43.5,13,56.5,135,704,312,14,6,5,15,10,168,39,0,9,16,2,8,4,6,1,0,0,20,5,9,35.7
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,0.1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.18,-0.2,-0.2,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,7,1,4,1,2,1,7,0,0,,0,,1,7,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fikayo Tomori,ENG,DF,Milan,Serie A,26,1997,7,6,543,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,21,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,6.0,0,2,0,0.0,0.33,0.00,0.00,,12.5,0,0,0,0.04,-0.1,-0.1,387,415,93.3,6464,2639,176,181,97.2,194,207,93.7,15,23,65.2,0,0.0,0.1,0.0,1,19,1,1,21,415,394,21,10,0,2,1,1,0,0,0,0,387,0,0,4,0.66,4,0,0,0,0,0,2,0.33,2,0,0,0,0,0,8,7,5,2,1,3,6,50.0,3,6,5,1,7,15,18,0,459,41,220,226,13,3,459,0,0,,0,,282,1288,795,4,4,0,1,1,346,1,0,2,2,0,1,7,7,0,0,0,16,15,10,60.0
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,24,2000,7,4,362,4.0,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,1,13,10,0.00,0.00,0.00,0.00,0.00,0.18,0.05,0.23,0.18,0.23,4.0,0,6,3,50.0,1.49,0.75,0.00,0.00,14.3,1,0,0,0.12,-0.7,-0.7,108,141,76.6,1650,508,65,76,85.5,36,44,81.8,7,14,50.0,0,0.2,0.2,-0.2,3,15,1,0,13,141,137,3,1,0,0,8,1,1,1,0,0,108,1,4,8,1.98,4,1,0,1,2,0,0,0.00,0,0,0,0,0,0,9,6,1,8,0,3,7,42.9,4,5,2,3,8,17,4,1,193,9,40,107,48,10,193,8,3,37.5,4,50.0,116,502,162,1,1,1,6,2,124,10,0,6,9,1,8,8,6,1,0,0,25,1,2,33.3
Pablo Torre,ESP,MF,Barcelona,La Liga,21,2003,5,3,201,2.2,3,1,4,3,0,0,0,0,0.3,0.3,0.4,0.6,3,11,8,1.34,0.45,1.79,1.34,1.79,0.11,0.17,0.29,0.11,0.29,2.2,3,3,3,100.0,1.34,1.34,1.00,1.00,22.0,1,0,0,0.08,+2.7,+2.7,101,125,80.8,1512,406,52,60,86.7,38,41,92.7,6,13,46.2,1,0.4,0.8,+0.6,3,7,3,1,11,125,114,10,2,1,0,8,0,6,5,0,0,101,1,1,9,4.05,7,1,0,0,1,0,2,0.90,2,0,0,0,0,0,5,4,1,3,1,2,2,100.0,0,0,0,0,1,6,3,0,146,3,14,64,69,5,146,4,2,50.0,2,50.0,74,286,118,3,5,0,4,4,108,8,0,4,4,0,8,1,4,0,0,0,8,1,3,25.0
David Torres,ESP,DF,Valladolid,La Liga,21,2003,7,5,517,5.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.7,0,1,0,0.0,0.17,0.00,0.00,,16.4,0,0,0,0.01,0.0,0.0,230,265,86.8,4281,1953,79,81,97.5,132,143,92.3,18,36,50.0,0,0.0,0.0,0.0,0,10,0,0,16,265,233,31,5,0,3,0,1,0,0,0,0,230,1,2,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,1,3,33.3,2,9,8,1,1,3,23,0,306,57,198,106,3,2,306,0,0,,0,,164,965,562,2,0,0,0,2,192,0,0,4,1,0,0,1,2,0,0,1,9,9,9,50.0
Ferrán Torres,ESP,FW,Barcelona,La Liga,24,2000,8,5,328,3.6,1,2,3,1,0,0,0,1,0.8,0.8,0.2,1.0,4,9,18,0.27,0.55,0.82,0.27,0.82,0.22,0.07,0.28,0.22,0.28,3.6,1,7,4,57.1,1.92,1.10,0.14,0.25,16.6,0,0,0,0.11,+0.2,+0.2,77,102,75.5,928,273,51,60,85.0,16,23,69.6,4,8,50.0,2,0.2,0.3,+1.8,3,9,5,0,9,102,93,8,1,0,0,5,0,4,1,0,0,77,1,4,8,2.20,4,2,2,0,0,0,2,0.55,2,0,0,0,0,0,3,1,1,1,1,1,2,50.0,1,2,0,2,0,3,1,0,133,0,9,49,75,12,133,8,6,75.0,1,12.5,62,341,132,4,2,3,8,3,105,18,0,3,1,2,5,0,1,0,0,0,8,1,2,33.3
Pau Torres,ESP,DF,Aston Villa,Premier League,27,1997,9,9,810,9.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,20,33,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,9.0,0,3,1,33.3,0.33,0.11,0.00,0.00,14.3,0,0,0,0.06,-0.2,-0.2,480,555,86.5,7889,2779,226,237,95.4,226,246,91.9,24,60,40.0,0,0.0,0.1,0.0,1,58,4,0,33,555,514,39,23,3,2,1,2,0,0,0,0,480,2,1,8,0.89,7,0,0,1,0,0,2,0.22,1,0,0,1,0,0,7,6,4,3,0,2,3,66.7,1,5,3,2,4,11,20,0,604,59,237,327,42,4,604,6,6,100.0,0,0.0,421,2642,1726,20,12,0,3,2,450,4,0,4,4,0,1,4,6,0,0,0,25,7,15,31.8
Lucas Torró,ESP,MF,Osasuna,La Liga,30,1994,11,11,949,10.5,2,0,2,2,0,0,3,0,0.7,0.7,0.3,1.1,2,32,13,0.19,0.00,0.19,0.19,0.19,0.07,0.03,0.10,0.07,0.10,10.5,2,7,3,42.9,0.66,0.28,0.29,0.67,17.3,0,0,0,0.11,+1.3,+1.3,303,426,71.1,5328,1620,135,182,74.2,130,166,78.3,30,60,50.0,0,0.3,0.4,-0.3,2,34,2,0,32,426,419,6,6,0,9,1,0,0,0,0,0,303,1,4,7,0.66,5,0,0,2,0,0,1,0.09,1,0,0,0,0,0,23,13,8,15,0,12,20,60.0,8,17,3,14,15,38,24,1,543,37,156,318,73,12,543,2,2,100.0,0,0.0,181,687,222,2,4,0,16,10,300,13,0,26,11,1,1,15,13,0,0,0,52,53,13,80.3
Abdoulaye Touré,GUI,MF,Le Havre,Ligue ,30,1994,9,8,729,8.1,2,1,3,0,2,2,2,0,2.5,0.9,0.1,1.0,1,41,8,0.25,0.12,0.37,0.00,0.12,0.31,0.01,0.32,0.11,0.12,8.1,2,10,2,20.0,1.23,0.25,0.00,0.00,24.9,0,2,2,0.09,-0.5,-0.9,230,286,80.4,4043,1446,103,122,84.4,96,115,83.5,25,38,65.8,1,0.1,0.2,+0.9,3,26,3,0,41,286,280,3,3,1,3,2,0,0,0,0,0,230,3,0,11,1.36,6,0,0,1,3,1,1,0.12,1,0,0,0,0,0,20,9,10,8,2,12,18,66.7,6,8,6,2,12,32,17,0,374,32,119,196,61,8,372,8,4,50.0,2,25.0,184,781,348,1,3,0,9,12,217,8,0,10,10,0,2,12,9,0,0,0,47,10,6,62.5
